"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES"
"USC00241008","2017-09-04","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  339",",,7","   11",",,7",,,,,,,,,,,"  309",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-05","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  250",",,7","   56",",,7",,,,,,,,,"  244",",,7,1600","  323",",,7","  215",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  283",",,7","   67",",,7",,,,,,,,,,,"   12",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-07","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  289",",,7","   50",",,7",,,,,,,,,"  289",",,7,1600","  185",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  289",",,7","   56",",,7",,,,,,,,,"  278",",,7,1600","  180",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-09","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  300",",,7","  100",",,7",,,,,,,,,"  278",",,7,1600","  220",",,7","  134",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-10","46.231","-112.1138","1494.7","BOULDER, MT US","   15",",,7,1600","    0",",,7,1600","    0",",,7,1600","  289",",,7","   78",",,7",,,,,,,,,"  256",",,7,1600","  230",",,7","   85",",,7",,,"    1",",,7",,,,,,,,,,,,,,
"USC00241008","2017-09-11","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  267",",,7","   78",",,7",,,,,,,,,,,"  198",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-12","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  306",",,7","   44",",,7",,,,,,,,,"  294",",,7,1600","  172",",,7","   76",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-13","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  300",",,7","  156",",,7",,,,,,,,,"  256",",,7,1600","  188",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-14","46.231","-112.1138","1494.7","BOULDER, MT US","   30",",,7,1600","    0",",,7,1600","    0",",,7,1600","  256",",,7","   28",",,7",,,,,,,,,"   28",",,7,1600","   14",",,7","  148",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-15","46.231","-112.1138","1494.7","BOULDER, MT US","   64",",,7,1600","    0",",,7,1600","    0",",,7,1600","   33",",,7","    6",",,7",,,,,,,,,"    6",",,7,1600","    4",",,7","  121",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-16","46.231","-112.1138","1494.7","BOULDER, MT US","   38",",,7,1600","    0","T,,7,1600","    0",",,7,1600","   61",",,7","    0",",,7",,,,,,,,,"   56",",,7,1600","  180",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  156",",,7","  -28",",,7",,,,,,,,,"  156",",,7,1600","  180",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-18","46.231","-112.1138","1494.7","BOULDER, MT US","    3",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","    6",",,7",,,,,,,,,"  100",",,7,1600","  206",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  106",",,7","   17",",,7",,,,,,,,,"   83",",,7,1600","  274",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-20","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  122",",,7","    6",",,7",,,,,,,,,"  100",",,7,1600","   59",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-21","46.231","-112.1138","1494.7","BOULDER, MT US","   13",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7","  -11",",,7",,,,,,,,,"   83",",,7,1600","  196",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-22","46.231","-112.1138","1494.7","BOULDER, MT US","   43",",,7,1600","   13",",,7,1600","    0",",,7,1600","   83",",,7","   -6",",,7",,,,,,,,,"    6",",,7,1600","   22",",,7","  130",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-23","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   83",",,7","  -11",",,7",,,,,,,,,"   61",",,7,1600","  135",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  117",",,7","  -44",",,7",,,,,,,,,"  106",",,7,1600","  135",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  144",",,7","   33",",,7",,,,,,,,,,,"  268",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-26","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  161",",,7","  -22",",,7",,,,,,,,,"  144",",,7,1600","  357",",,7","   58",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  183",",,7","  -33",",,7",,,,,,,,,"  178",",,7,1600","  171",",,7","   76",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  200",",,7","  -28",",,7",,,,,,,,,"  189",",,7,1600","  164",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-09-29","46.231","-112.1138","1494.7","BOULDER, MT US","    3",",,7,1600","    0",",,7,1600","    0",",,7,1600","  211",",,7","   28",",,7",,,,,,,,,"  100",",,7,1600","  210",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-01","46.231","-112.1138","1494.7","BOULDER, MT US","    3",",,7,1600","    0",",,7,1600","    0",",,7,1600","   94",",,7","   -6",",,7",,,,,,,,,"    6",",,7,1600","  360",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-02","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","    0",",,7,1600","   94",",,7","   -6",",,7",,,,,,,,,"    6",",,7,1600","    7",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-03","46.231","-112.1138","1494.7","BOULDER, MT US","   71",",,7,1600","   51",",,7,1600","   51",",,7,1600","   22",",,7","  -44",",,7",,,,,,,,,"   11",",,7,1600","    7",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-04","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   39",",,7"," -100",",,7",,,,,,,,,"   39",",,7,1600","   37",",,7","   40",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-05","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7","    6",",,7",,,,,,,,,"   94",",,7,1600","  223",",,7","   36",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","  -39",",,7",,,,,,,,,"  161",",,7,1600","  284",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-07","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  178",",,7","   89",",,7",,,,,,,,,"  128",",,7,1600","  230",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0","T,,7,1600","    0",",,7,1600","  139",",,7","  -28",",,7",,,,,,,,,"   50",",,7,1600",,,,,,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-09","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  128",",,7","  -78",",,7",,,,,,,,,,,"  239",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-10","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  150",",,7","  -83",",,7",,,,,,,,,"  150",",,7,1600","  195",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-12","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   67",",,7","  -78",",,7",,,,,,,,,"   61",",,7,1600","  274",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-13","46.231","-112.1138","1494.7","BOULDER, MT US","   10",",,7,1600","    0",",,7,1600","    0",",,7,1600","   72",",,7","  -56",",,7",,,,,,,,,"   44",",,7,1600","  300",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-14","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  133",",,7","   11",",,7",,,,,,,,,,,"  302",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-15","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","  -17",",,7",,,,,,,,,"  161",",,7,1600","  195",",,7","  103",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-16","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  189",",,7","  -22",",,7",,,,,,,,,"  183",",,7,1600","  212",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  211",",,7","  -17",",,7",,,,,,,,,"  211",",,7,1600","  267",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-18","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  211",",,7","  -11",",,7",,,,,,,,,"  178",",,7,1600","  261",",,7","  148",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  228",",,7","   39",",,7",,,,,,,,,"  217",",,7,1600","  232",",,7","  125",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-20","46.231","-112.1138","1494.7","BOULDER, MT US","    8",",,7,1600","    0",",,7,1600","    0",",,7,1600","  222",",,7","   17",",,7",,,,,,,,,"   28",",,7,1600","  313",",,7","  192",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","    0",",,7,1600","   72",",,7","  -11",",,7",,,,,,,,,,,"  285",",,7","  139",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-22","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  133",",,7","   33",",,7",,,,,,,,,,,"  199",",,7","  165",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-23","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  133",",,7","  -11",",,7",,,,,,,,,"   94",",,7,1600","  285",",,7","  125",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  183",",,7","  -44",",,7",,,,,,,,,"  183",",,7,1600","  192",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  206",",,7","  -72",",,7",,,,,,,,,"  189",",,7,1600","  262",",,7","  116",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-26","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  194",",,7","  -28",",,7",,,,,,,,,"   44",",,7,1600","    2",",,7","  165",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  106",",,7","  -78",",,7",,,,,,,,,,,"  153",",,7","   54",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  139",",,7","  -72",",,7",,,,,,,,,"  139",",,7,1600","  165",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-29","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","   -6",",,7",,,,,,,,,"   17",",,7,1600","    2",",,7","  183",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-30","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","  -67",",,7",,,,,,,,,"   28",",,7,1600","    2",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-10-31","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  100",",,7"," -111",",,7",,,,,,,,,"   94",",,7,1600","  315",",,7","  148",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-01","46.231","-112.1138","1494.7","BOULDER, MT US","   97",",,7,1600","   76",",,7,1600","   76",",,7,1600","  100",",,7","  -44",",,7",,,,,,,,,"  -44",",,7,1600","    2",",,7","   80",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-02","46.231","-112.1138","1494.7","BOULDER, MT US","    8",",,7,1600","   25",",,7,1600","  102",",,7,1600","  -33",",,7","  -89",",,7",,,,,,,,,"  -33",",,7,1600","   92",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-03","46.231","-112.1138","1494.7","BOULDER, MT US","   89",",,7,1600","  127",",,7,1600","  178",",,7,1600","  -33",",,7","  -83",",,7",,,,,,,,,"  -67",",,7,1600","    0",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-04","46.231","-112.1138","1494.7","BOULDER, MT US","   25",",,7,1600","   13",",,7,1600","  203",",,7,1600","  -56",",,7"," -178",",,7",,,,,,,,,"  -72",",,7,1600","   81",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-05","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","  178",",,7,1600","  -44",",,7"," -167",",,7",,,,,,,,,"  -44",",,7,1600","   73",",,7","   40",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-07","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0","T,,7,1600","  178",",,7,1600","  -89",",,7"," -244",",,7",,,,,,,,," -100",",,7,1600","  209",",,7","   18",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  178",",,7,1600","  -11",",,7"," -156",",,7",,,,,,,,,"  -22",",,7,1600","  341",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-09","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","   17",",,7","  -44",",,7",,,,,,,,,"    0",",,7,1600","  341",",,7","   22",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-10","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","  152",",,7,1600","   28",",,7"," -100",",,7",,,,,,,,,"   22",",,7,1600","   37",",,7","   40",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-11","46.231","-112.1138","1494.7","BOULDER, MT US","    8",",,7,1600","    0","T,,7,1600","  102",",,7,1600","   44",",,7","  -28",",,7",,,,,,,,,"   44",",,7,1600","  320",",,7","   58",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-12","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  102",",,7,1600","   50",",,7"," -106",",,7",,,,,,,,,"    6",",,7,1600","  312",",,7","   58",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-13","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  102",",,7,1600","   78",",,7"," -133",",,7",,,,,,,,,"   78",",,7,1600","  208",",,7","   63",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-14","46.231","-112.1138","1494.7","BOULDER, MT US","   28",",,7,1600","  102",",,7,1600","  152",",,7,1600","   78",",,7","  -33",",,7",,,,,,,,,"   28",",,7,1600","  279",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-15","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  152",",,7,1600","   28",",,7"," -167",",,7",,,,,,,,,"  -33",",,7,1600","  358",",,7","   54",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-16","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  127",",,7,1600","   72",",,7","  -94",",,7",,,,,,,,,"   39",",,7,1600","  299",",,7","  143",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","  102",",,Z,1600","   39",",,7","  -78",",,7",,,,,,,,,"   -6",",,7,1600","  298",",,7","  165",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-18","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  102",",,7,1600","   44",",,7","  -39",",,7",,,,,,,,,"   33",",,7,1600","  232",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-19","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","  102",",,7,1600","   50",",,7","  -89",",,7",,,,,,,,,"   28",",,7,1600","  205",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-20","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","    0",",,7,1600","   76",",,7,1600","   72",",,7","   17",",,7",,,,,,,,,"   39",",,7,1600","  268",",,7","  121",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-21","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   76",",,7,1600","   44",",,7","  -61",",,7",,,,,,,,,"   17",",,7,1600","  127",",,7","   49",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-22","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","  144",",,7","   -6",",,7",,,,,,,,,"  128",",,7,1600","  216",",,7","   85",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-24","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  167",",,7","  -17",",,7",,,,,,,,,"   56",",,7,1600","  233",",,7","  165",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-25","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   72",",,7","  -61",",,7",,,,,,,,,"   67",",,7,1600","  195",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-26","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  139",",,7","  -61",",,7",,,,,,,,,"   89",",,7,1600","  209",",,7","   76",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-27","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  122",",,7","   17",",,7",,,,,,,,,"   22",",,7,1600","  278",",,7","  112",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-28","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   39",",,7","  -72",",,7",,,,,,,,,"   33",",,7,1600","  191",",,7","   89",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-29","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   33",",,7","  -28",",,7",,,,,,,,,"   17",",,7,1600","  289",",,7","  188",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-11-30","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   22",",,7","  -94",",,7",,,,,,,,,"   17",",,7,1600","  312",",,7","   54",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-01","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   56",",,7","  -44",",,7",,,,,,,,,"   39",",,7,1600","  227",",,7","   98",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-02","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   44",",,7","  -67",",,7",,,,,,,,,"   44",",,7,1600","  192",",,7","   58",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-03","46.231","-112.1138","1494.7","BOULDER, MT US","    8",",,7,1600","   10",",,7,1600","   25",",,7,1600","   50",",,7","  -17",",,7",,,,,,,,,"    6",",,7,1600","  302",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-04","46.231","-112.1138","1494.7","BOULDER, MT US","    0","T,,7,1600","   13",",,7,1600","   25",",,7,1600","    6",",,7","  -61",",,7",,,,,,,,,"  -39",",,7,1600","    9",",,7","  116",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-05","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    6",",,7","  -78",",,7",,,,,,,,,"  -22",",,7,1600","  305",",,7","  107",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-06","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","  -17",",,7"," -150",",,7",,,,,,,,,"  -33",",,7,1600","  296",",,7","   72",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-07","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    6",",,7"," -122",",,7",,,,,,,,,"  -17",",,7,1600","   16",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-08","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   17",",,7"," -139",",,7",,,,,,,,,"   17",",,7,1600","  358",",,7","   49",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-09","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   17",",,7"," -156",",,7",,,,,,,,,"   -6",",,7,1600","  313",",,7","   27",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-10","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   11",",,7"," -139",",,7",,,,,,,,,"  -17",",,7,1600","  137",",,7","   40",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-11","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   17",",,7"," -117",",,7",,,,,,,,,"    6",",,7,1600","  210",",,7","   45",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-12","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","   33",",,7"," -133",",,7",,,,,,,,,"    0",",,7,1600","  163",",,7","   36",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-13","46.231","-112.1138","1494.7","BOULDER, MT US","   15",",,7,1600","   38",",,7,1600","   51",",,7,1600","   61",",,7","  -89",",,7",,,,,,,,,"   -6",",,7,1600","   16",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-14","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   51",",,7,1600","   -6",",,7"," -139",",,7",,,,,,,,,"  -33",",,7,1600","  198",",,7","   49",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-15","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","   25",",,7,1600","   33",",,7"," -139",",,7",,,,,,,,,"   17",",,7,1600","  181",",,7","   67",",,7",,,,,,,,,,,,,,,,,,
"USC00241008","2017-12-17","46.231","-112.1138","1494.7","BOULDER, MT US","    0",",,7,1600","    0",",,7,1600","    0",",,7,1600","    0",",,7"," -178",",,7",,,,,,,,,"  -11",",,7,1600","  253",",,7","   94",",,7",,,,,,,,,,,,,,,,,,
