"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00053868","2018-09-23","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   48",",,W,2400","    0",",,H","    0",",,H","  272",",,W","  211",",,W","    4",",,W",,,,,,,,,"  310",",,W","  190",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-24","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  165",",,W,2400",,,,,"  228",",,W","  211",",,W","    0",",,W",,,,,,,,,"   70",",,W","   60",",,W",,,"   13",",,W","   27",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-25","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  137",",,W,2400",,,,,"  267",",,W","  206",",,W","    4",",,W",,,,,,,,,"  160",",,W","  190",",,W",,,"   31",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-26","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  693",",,W,2400",,,,,"  228",",,W","  206",",,W","    7",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-27","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  594",",,W,2400",,,,,"  228",",,W","  172",",,W","    8",",,W",,,,,,,,,"  210",",,W","  230",",,W",,,"   45",",,W","   72",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-28","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  244",",,W","  150",",,W","    3",",,W",,,,,,,,,"  210",",,W","  220",",,W",,,"   27",",,W","   45",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-29","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  272",",,W","  167",",,W","    6",",,W",,,,,,,,,"   90",",,W","   90",",,W",,,"   40",",,W","   63",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-09-30","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  306",",,W","  161",",,W","    0",",,W",,,,,,,,,"  270",",,W","  290",",,W",,,"   31",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-01","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  200",",,W","    6",",,W",,,,,,,,,"   99",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-02","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    5",",,W,2400","    0",",,H","    0",",,H","  267",",,W","  194",",,W","    6",",,W",,,,,,,,,"  180",",,W",,,,,"   22",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-03","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  294",",,W","  178",",,W","    5",",,W",,,,,,,,,"  200",",,W","  260",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-04","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  311",",,W","  183",",,W","    5",",,W",,,,,,,,,"  260",",,W",,,,,"   27",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-05","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  317",",,W","  200",",,W","    6",",,W",,,,,,,,,"  160",",,W","  150",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-06","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  322",",,W","  200",",,W","    5",",,W",,,,,,,,,"  210",",,W","  180",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-07","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  317",",,W","  194",",,W","    2",",,W",,,,,,,,,"  130",",,W","  220",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-08","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  311",",,W","  200",",,W","    5",",,W",,,,,,,,,"   70",",,W","   80",",,W",,,"   36",",,W","   54",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-09","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  289",",,W","  206",",,W","    5",",,W",,,,,,,,,"   90",",,W","   90",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-10","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   41",",,W,2400","    0",",,H","    0",",,H","  294",",,W","  200",",,W","    2",",,W",,,,,,,,,"  220",",,W","  230",",,W",,,"   31",",,W","   49",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-11","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  109",",,W,2400",,,,,"  244",",,W","  139",",,W","    6",",,W",,,,,,,,,"  340",",,W",,,,,"   40",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-12","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  200",",,W","   89",",,W","    9",",,W",,,,,,,,,"   90",",,W",,,,,"   31",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-13","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  167",",,W","  100",",,W","    9",",,W",,,,,,,,,"  100",",,W","   60",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-14","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   43",",,W,2400",,,,,"  194",",,W","  106",",,W","    3",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   27",",,W","   31",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-15","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  107",",,W,2400",,,,,"  244",",,W","  144",",,W","    8",",,W",,,,,,,,,"  220",",,W","  260",",,W",,,"   36",",,W","   67",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-16","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   56",",,W,2400",,,,,"  172",",,W","  133",",,W","    4",",,W",,,,,,,,,"   90",",,W","   80",",,W",,,"   31",",,W","   40",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-17","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  217",",,W","  100",",,W","    5",",,W",,,,,,,,,"  350",",,W","  360",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-18","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  183",",,W","   72",",,W",,,,,,,,,,,"   20",",,W","  360",",,W",,,"   22",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-19","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  222",",,W","   56",",,W","   11",",,W",,,,,,,,,"  260",",,W","  190",",,W",,,"   45",",,W","   76",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-20","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   89",",,W,2400",,,,,"  178",",,W","  106",",,W","   24",",,W",,,,,,,,,"  270",",,W","  350",",,W",,,"   63",",,W","  116",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-21","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  139",",,W","   33",",,W","   12",",,W",,,,,,,,,"  320",",,W","  330",",,W",,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-22","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  178",",,W","   17",",,W","    7",",,W",,,,,,,,,"  280",",,W","  270",",,W",,,"   45",",,W","   67",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-23","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  194",",,W","   44",",,W","    3",",,W",,,,,,,,,"  180",",,W","  160",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053868","2018-10-24","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  183",",,W","   39",",,W","   13",",,W",,,,,,,,,"   80",",,W","   80",",,W",,,"   54",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-25","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   30",",,W,2400",,,,,"  128",",,W","   67",",,W","    3",",,W",,,,,,,,,"   60",",,W","   70",",,W",,,"   22",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-26","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  188",",,W,2400",,,,,"  128",",,W","   94",",,W","   10",",,W",,,,,,,,,"   70",",,W","  240",",,W",,,"   36",",,W","   58",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-27","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  122",",,W","   94",",,W","   19",",,W",,,,,,,,,"  270",",,W","  270",",,W",,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-28","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  206",",,W","   61",",,W","   13",",,W",,,,,,,,,"  220",",,W","  190",",,W",,,"   63",",,W","  112",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-29","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  189",",,W","   44",",,W","    4",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   36",",,W","   49",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-30","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  194",",,W","   33",",,W","    4",",,W",,,,,,,,,"  260",",,W",,,,,"   27",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-10-31","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  222",",,W","   83",",,W","    5",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   40",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-01","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   74",",,W,2400","    0",",,H","    0",",,H","  217",",,W","  122",",,W","   16",",,W",,,,,,,,,"  270",",,W","  150",",,W",,,"   49",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-02","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400","    0",",,H","    0",",,H","  150",",,W","   56",",,W","   13",",,W",,,,,,,,,"  270",",,W","  250",",,W",,,"   45",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-03","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   33",",,W","    5",",,W",,,,,,,,,"  130",",,W","   90",",,W",,,"   27",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-04","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   66",",,W,2400",,,,,"  178",",,W","   28",",,W","    0",",,W",,,,,,,,,,,,,,,"   31",",,W",,,,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-05","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   25",",,W,2400",,,,,"  178",",,W","  106",",,W","    4",",,W",,,,,,,,,"  260",",,W","  250",",,W",,,"   31",",,W","   45",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-06","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  206",",,W,2400",,,,,"  217",",,W","   78",",,W","   15",",,W",,,,,,,,,"  270",",,W","  280",",,W",,,"   63",",,W","   94",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-07","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  194",",,W","   61",",,W","    0",",,W",,,,,,,,,,,,,,,"   31",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-08","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    5",",,W,2400",,,,,"  156",",,W","   72",",,W","    8",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-09","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  239",",,W,2400",,,,,"  128",",,W","   50",",,W","    7",",,W",,,,,,,,,"  320",",,W","  300",",,W",,,"   31",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-10","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"   78",",,W","  -10",",,W","   17",",,W",,,,,,,,,"   80",",,W","   80",",,W",,,"   54",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-11","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  117",",,W","  -27",",,W","    0",",,W",,,,,,,,,"  150",",,W","   80",",,W",,,"   27",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-12","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  224",",,W,2400","    0",",,H","    0",",,H","   78",",,W","   39",",,W","    4",",,W",,,,,,,,,"   70",",,W","   70",",,W",,,"   36",",,W","   54",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-13","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   69",",,W,2400",,,,,"   83",",,W","   39",",,W","    5",",,W",,,,,,,,,"   20",",,W","   20",",,W",,,"   36",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-14","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  102",",,W,2400",,,,,"   56",",,W","   39",",,W","   24",",,W",,,,,,,,,"   70",",,W","   60",",,W",,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-15","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  130",",,W,2400",,,,,"   78",",,W","    6",",,W","   20",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   67",",,W","  112",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-16","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  106",",,W","   -5",",,W","   13",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-17","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,"    0",",,H","  150",",,W","   -5",",,W","    0",",,W",,,,,,,,,"  190",",,W","  190",",,W",,,"   27",",,W","   31",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-18","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  156",",,W","    0",",,W","    4",",,W",,,,,,,,,"  180",",,W","  170",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-19","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400","    0",",,H","    0",",,H","  183",",,W","   22",",,W","   15",",,W",,,,,,,,,"  270",",,W","  220",",,W",,,"   45",",,W","   89",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-20","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  111",",,W","   44",",,W","   14",",,W",,,,,,,,,"  330",",,W","  320",",,W",,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-21","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  122",",,W","  -16",",,W","    2",",,W",,,,,,,,,"   80",",,W","  150",",,W",,,"   31",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-22","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"  156",",,W","  -10",",,W","    3",",,W",,,,,,,,,"   80",",,W","   90",",,W",,,"   36",",,W","   49",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-23","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   18",",,W,2400",,,,,"  100",",,W","    6",",,W","    1",",,W",,,,,,,,,"   70",",,W","   80",",,W",,,"   31",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-24","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  109",",,W,2400",,,,,"  100",",,W","   61",",,W","   11",",,W",,,,,,,,,"  220",",,W","  250",",,W",,,"   40",",,W","   63",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-25","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    3",",,W,2400",,,,,"  133",",,W","   89",",,W","    5",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   40",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-26","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   23",",,W,2400",,,,,"  111",",,W","   17",",,W","   35",",,W",,,,,,,,,"  260",",,W","  250",",,W",,,"   89",",,W","  143",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-27","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"   17",",,W","  -16",",,W","   33",",,W",,,,,,,,,"  270",",,W","  250",",,W",,,"   63",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-28","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"   28",",,W","  -66",",,W","    7",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   36",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-11-29","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   64",",,W,2400",,,,,"   33",",,W","  -43",",,W","    4",",,W",,,,,,,,,"  190",",,W","  220",",,W",,,"   27",",,W","   31",",,W",,,"    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,
"USW00053868","2018-11-30","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  201",",,W,2400",,,,,"  122",",,W","   33",",,W","    3",",,W",,,,,,,,,"  220",",,W","  190",",,W",,,"   22",",,W","   36",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-01","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  155",",,W,2400",,,,,"  150",",,W","  111",",,W","    2",",,W",,,,,,,,,"  250",",,W","  250",",,W",,,"   31",",,W","   40",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-02","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   46",",,W,2400",,,,,"  211",",,W","  106",",,W","   17",",,W",,,,,,,,,"  210",",,W","  200",",,W",,,"   81",",,W","  125",",,W",,,"    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-03","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   61",",,W","   24",",,W",,,,,,,,,"  270",",,W","  280",",,W",,,"   58",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-04","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"   61",",,W","   22",",,W","   15",",,W",,,,,,,,,"  280",",,W","   10",",,W",,,"   40",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-05","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"   33",",,W","  -21",",,W","   22",",,W",,,,,,,,,"  270",",,W","  260",",,W",,,"   45",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-06","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","   72",",,W","  -55",",,W","    7",",,W",,,,,,,,,"  260",",,W","  260",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-07","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,,,"   94",",,W","   33",",,W","    3",",,W",,,,,,,,,"   60",",,W","   80",",,W",,,"   27",",,W","   36",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-08","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  104",",,W,2400",,,,,"   61",",,W","   28",",,W","   20",",,W",,,,,,,,,"   60",",,W","   60",",,W",,,"   40",",,W","   72",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-09","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","  272",",,W,2400",,,,,"   33",",,W","    6",",,W","   22",",,W",,,,,,,,,"   50",",,W","   40",",,W",,,"   54",",,W","   89",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-10","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   25",",,W,2400",,,"    0",",,H","   83",",,W","  -16",",,W","   11",",,W",,,,,,,,,"   60",",,W","   80",",,W",,,"   36",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-11","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400",,,"    0",",,H","   83",",,W","  -55",",,W","    6",",,W",,,,,,,,,"  200",",,W",,,,,"   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-12","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0",",,W,2400","    0",",,H","    0",",,H","   78",",,W","  -21",",,W","    7",",,W",,,,,,,,,"  260",",,W","  270",",,W",,,"   36",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-13","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","    0","T,,W,2400",,,,,"  139",",,W","   50",",,W","    8",",,W",,,,,,,,,"  190",",,W",,,,,"   27",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-14","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   15",",,W,2400",,,,,"  128",",,W","   67",",,W","   19",",,W",,,,,,,,,"   50",",,W","   40",",,W",,,"   40",",,W","   76",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00053868","2018-12-15","36.023","-84.2337","274.3","OAK RIDGE ASOS, TN US","   66",",,W,2400",,,,,"  122",",,W","   78",",,W","    9",",,W",,,,,,,,,"  250",",,W","  220",",,W",,,"   54",",,W","   81",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,
