"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00258751","2018-10-09","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","  102",",,H,2200","    0",",,H,2200",,,"   50",",,H","    6",",,H",,,,,,,"   11",",,H,2200",,
"USC00258751","2018-10-10","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   48",",,H,2200",,,,,"   11",",,H","  -17",",,H",,,,,,,"  -17",",,H,2200",,
"USC00258751","2018-10-11","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   83",",,H","  -61",",,H",,,,,,,"   44",",,H,2200",,
"USC00258751","2018-10-12","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  128",",,H","   17",",,H",,,,,,,"   33",",,H,2200",,
"USC00258751","2018-10-14","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   74",",,H,2200","  102",",,H,2200","   76",",,H,2200","    0",",,H","  -50",",,H",,,,,,,"  -22",",,H,2200",,
"USC00258751","2018-10-15","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"    0",",,H,2200","   83",",,H","  -94",",,H",,,,,,,"   28",",,H,2200",,
"USC00258751","2018-10-16","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  167",",,H","  -11",",,H",,,,,,,"  100",",,H,2200",,
"USC00258751","2018-10-17","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  206",",,H","   28",",,H",,,,,,,"   61",",,H,2200",,
"USC00258751","2018-10-18","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  211",",,H","    0",",,H",,,,,,,"  128",",,H,2200",,
"USC00258751","2018-10-19","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  172",",,H","   56",",,H",,,,,,,"   78",",,H,2200",,
"USC00258751","2018-10-22","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  211",",,H","  -11",",,H",,,,,,,"   61",",,H,2200",,
"USC00258751","2018-10-23","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  172",",,H","  -22",",,H",,,,,,,"   83",",,H,2200",,
"USC00258751","2018-10-24","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  161",",,H","   61",",,H",,,,,,,"   83",",,H,2200",,
"USC00258751","2018-10-26","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  183",",,H","   28",",,H",,,,,,,"   72",",,H,2200",,
"USC00258751","2018-10-27","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  233",",,H","   17",",,H",,,,,,,"  111",",,H,2200",,
"USC00258751","2018-10-28","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  233",",,H","    0",",,H",,,,,,,"   78",",,H,2200",,
"USC00258751","2018-10-29","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  250",",,H","    0",",,H",,,,,,,"  111",",,H,2200",,
"USC00258751","2018-10-30","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  156",",,H","   33",",,H",,,,,,,"   33",",,H,2200",,
"USC00258751","2018-10-31","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  139",",,H","  -17",",,H",,,,,,,"   17",",,H,2200",,
"USC00258751","2018-11-01","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    5",",,H,2200",,,,,"  122",",,H","  -22",",,H",,,,,,,"   56",",,H,2200",,
"USC00258751","2018-11-02","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   78",",,H","   22",",,H",,,,,,,"   28",",,H,2200",,
"USC00258751","2018-11-03","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   13",",,H,2200",,,,,"   44",",,H","   22",",,H",,,,,,,"   33",",,H,2200",,
"USC00258751","2018-11-04","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   83",",,H","   -6",",,H",,,,,,,"   50",",,H,2200",,
"USC00258751","2018-11-05","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   41",",,H,2200",,,,,"   83",",,H","    6",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-11-06","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   56",",,H","  -44",",,H",,,,,,,"  -44",",,H,2200",,
"USC00258751","2018-11-07","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   11",",,H","  -89",",,H",,,,,,,"  -44",",,H,2200",,
"USC00258751","2018-11-08","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    8",",,H,2200","   13",",,H,2200",,,"  -22",",,H","  -72",",,H",,,,,,,"  -61",",,H,2200",,
"USC00258751","2018-11-09","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  -44",",,H"," -144",",,H",,,,,,," -106",",,H,2200",,
"USC00258751","2018-11-10","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   83",",,H"," -111",",,H",,,,,,,"  -17",",,H,2200",,
"USC00258751","2018-11-11","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200","    0",",,H,2200","    0",",,H,2200","   17",",,H","  -50",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-11-12","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200","    0",",,H,2200","    0",",,H,2200","  -39",",,H"," -106",",,H",,,,,,," -106",",,H,2200",,
"USC00258751","2018-11-13","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200","    0",",,H,2200","    0",",,H,2200","   78",",,H"," -111",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-11-14","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  178",",,H"," -111",",,H",,,,,,,"    0",",,H,2200",,
"USC00258751","2018-11-15","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  133",",,H","  -28",",,H",,,,,,,"   -6",",,H,2200",,
"USC00258751","2018-11-16","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  161",",,H","  -39",",,H",,,,,,,"    0",",,H,2200",,
"USC00258751","2018-11-17","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"    0",",,H","  -94",",,H",,,,,,,"  -72",",,H,2200",,
"USC00258751","2018-11-18","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   72",",,H"," -111",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-11-19","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   28",",,H","  -22",",,H",,,,,,,"  -22",",,H,2200",,
"USC00258751","2018-11-20","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  128",",,H","  -72",",,H",,,,,,,"  -17",",,H,2200",,
"USC00258751","2018-11-23","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  139",",,H","   33",",,H",,,,,,,"   61",",,H,2200",,
"USC00258751","2018-11-24","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   58",",,H,2200","   51",",,H,2200",,,"   61",",,H","  -39",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-11-25","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","  -28",",,H","  -56",",,H",,,,,,,"  -28",",,H,2200",,
"USC00258751","2018-11-27","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"    6",",,H","  -61",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-11-28","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  117",",,H","  -17",",,H",,,,,,,"   33",",,H,2200",,
"USC00258751","2018-11-29","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   89",",,H","   -6",",,H",,,,,,,"   -6",",,H,2200",,
"USC00258751","2018-11-30","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US",,,"  160",",,H,2200","  152",",,H,2200","   83",",,H","  -22",",,H",,,,,,,"   17",",,H,2200",,
"USC00258751","2018-12-01","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","  211",",,H,2200","  152",",,H,2200","  152",",,H,2200","   17",",,H","  -17",",,H",,,,,,,"  -17",",,H,2200",,
"USC00258751","2018-12-02","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  152",",,H,2200","  -17",",,H","  -61",",,H",,,,,,,"  -56",",,H,2200",,
"USC00258751","2018-12-03","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  127",",,H,2200","  -50",",,H","  -83",",,H",,,,,,,"  -61",",,H,2200",,
"USC00258751","2018-12-04","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  102",",,H,2200","    0",",,H","  -83",",,H",,,,,,,"  -72",",,H,2200",,
"USC00258751","2018-12-05","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  102",",,H,2200","  -11",",,H"," -122",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-12-06","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  102",",,H,2200","  -39",",,H"," -133",",,H",,,,,,,"  -94",",,H,2200",,
"USC00258751","2018-12-07","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"  102",",,H,2200","  -39",",,H"," -139",",,H",,,,,,," -133",",,H,2200",,
"USC00258751","2018-12-08","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   76",",,H,2200","   22",",,H"," -161",",,H",,,,,,,"  -83",",,H,2200",,
"USC00258751","2018-12-09","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   76",",,H,2200","  -22",",,H"," -128",",,H",,,,,,,"  -89",",,H,2200",,
"USC00258751","2018-12-10","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   76",",,H,2200","   28",",,H"," -122",",,H",,,,,,,"  -67",",,H,2200",,
"USC00258751","2018-12-11","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    3",",,H,2200",,,"   51",",,H,2200","   28",",,H"," -106",",,H",,,,,,,"  -33",",,H,2200",,
"USC00258751","2018-12-12","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    8",",,H,2200",,,,,"   44",",,H"," -100",",,H",,,,,,,"   11",",,H,2200",,
"USC00258751","2018-12-13","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   39",",,H","  -44",",,H",,,,,,,"  -44",",,H,2200",,
"USC00258751","2018-12-14","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","   61",",,H","  -61",",,H",,,,,,,"  -28",",,H,2200",,
"USC00258751","2018-12-15","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","   89",",,H","  -44",",,H",,,,,,,"  -11",",,H,2200",,
"USC00258751","2018-12-16","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","   89",",,H","  -50",",,H",,,,,,,"  -22",",,H,2200",,
"USC00258751","2018-12-17","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"    0",",,H,2200","  111",",,H","  -50",",,H",,,,,,,"   17",",,H,2200",,
"USC00258751","2018-12-18","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"    0",",,H,2200","  111",",,H","  -28",",,H",,,,,,,"   -6",",,H,2200",,
"USC00258751","2018-12-19","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"    0",",,H,2200","   94",",,H","  -28",",,H",,,,,,,"   39",",,H,2200",,
"USC00258751","2018-12-20","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"    0",",,H,2200","   72",",,H","  -39",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-12-21","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"  106",",,H","  -61",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-12-22","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   50",",,H","  -61",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-12-23","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   50",",,H","  -89",",,H",,,,,,,"  -44",",,H,2200",,
"USC00258751","2018-12-24","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   94",",,H","  -72",",,H",,,,,,,"   17",",,H,2200",,
"USC00258751","2018-12-25","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,,,"   50",",,H","  -61",",,H",,,,,,,"  -33",",,H,2200",,
"USC00258751","2018-12-26","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   20",",,H,2200",,,,,"    0",",,H","  -39",",,H",,,,,,,"  -11",",,H,2200",,
"USC00258751","2018-12-27","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   28",",,H,2200","   38",",,H,2200","   25",",,H,2200","  -11",",,H"," -122",",,H",,,,,,,"  -94",",,H,2200",,
"USC00258751","2018-12-28","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","  -94",",,H"," -178",",,H",,,,,,," -178",",,H,2200",,
"USC00258751","2018-12-29","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","    6",",,H"," -211",",,H",,,,,,,"  -39",",,H,2200",,
"USC00258751","2018-12-30","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,H,2200",,,"   25",",,H,2200","   67",",,H","  -50",",,H",,,,,,,"    6",",,H,2200",,
"USC00258751","2018-12-31","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   20",",,H,2200","   38",",,H,2200","   51",",,H,2200","   17",",,H"," -178",",,H",,,,,,," -178",",,H,2200",,
"USC00258751","2019-01-01","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","   51",",,7,2200","  -94",",,7"," -206",",,7",,,,,,," -117",",,7,2200",,
"USC00258751","2019-01-02","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","   51",",,7,2200","   28",",,7"," -206",",,7",,,,,,,"  -22",",,7,2200",,
"USC00258751","2019-01-03","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","   25",",,7,2200","   83",",,7","  -44",",,7",,,,,,,"   -6",",,7,2200",,
"USC00258751","2019-01-04","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  122",",,7","  -28",",,7",,,,,,,"   11",",,7,2200",,
"USC00258751","2019-01-05","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  128",",,7","  -22",",,7",,,,,,,"   17",",,7,2200",,
"USC00258751","2019-01-06","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   61",",,7","    0",",,7",,,,,,,"   33",",,7,2200",,
"USC00258751","2019-01-07","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  100",",,7","   11",",,7",,,,,,,"   28",",,7,2200",,
"USC00258751","2019-01-08","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    3",",,7,2200","    0","T,,7,2200","    0","T,,7,2200","   33",",,7","  -33",",,7",,,,,,,"  -28",",,7,2200",,
"USC00258751","2019-01-09","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   33",",,7"," -100",",,7",,,,,,,"  -28",",,7,2200",,
"USC00258751","2019-01-10","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   83",",,7","  -61",",,7",,,,,,,"  -33",",,7,2200",,
"USC00258751","2019-01-11","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   61",",,7","  -44",",,7",,,,,,,"  -22",",,7,2200",,
"USC00258751","2019-01-12","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","  -22",",,7","  -78",",,7",,,,,,,"  -67",",,7,2200",,
"USC00258751","2019-01-13","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","   56",",,7","  -67",",,7",,,,,,,"  -22",",,7,2200",,
"USC00258751","2019-01-14","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","   56",",,7","  -72",",,7",,,,,,,"  -50",",,7,2200",,
"USC00258751","2019-01-15","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","   78",",,7","  -78",",,7",,,,,,,"  -33",",,7,2200",,
"USC00258751","2019-01-16","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","  -11",",,7","  -50",",,7",,,,,,,"  -11",",,7,2200",,
"USC00258751","2019-01-17","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","  -11",",,7","  -67",",,7",,,,,,,"  -50",",,7,2200",,
"USC00258751","2019-01-18","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","  -50",",,7"," -144",",,7",,,,,,," -144",",,7,2200",,
"USC00258751","2019-01-19","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  -28",",,7"," -194",",,7",,,,,,,"  -67",",,7,2200",,
"USC00258751","2019-01-20","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","   17",",,7","  -83",",,7",,,,,,,"  -67",",,7,2200",,
"USC00258751","2019-01-21","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  -50",",,7","  -72",",,7",,,,,,,"  -56",",,7,2200",,
"USC00258751","2019-01-22","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0","T,,7,2200","    0","T,,7,2200","  -50",",,7"," -117",",,7",,,,,,," -117",",,7,2200",,
"USC00258751","2019-01-23","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   44",",,7"," -150",",,7",,,,,,,"    0",",,7,2200",,
"USC00258751","2019-01-24","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","    0",",,7"," -161",",,7",,,,,,," -150",",,7,2200",,
"USC00258751","2019-01-25","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   20",",,7,2200","   38",",,7,2200","   25",",,7,2200","  -22",",,7"," -156",",,7",,,,,,,"  -50",",,7,2200",,
"USC00258751","2019-01-26","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0","T,,7,2200","   25",",,7,2200","   22",",,7"," -156",",,7",,,,,,,"  -28",",,7,2200",,
"USC00258751","2019-01-27","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  111",",,7","  -28",",,7",,,,,,,"   33",",,7,2200",,
"USC00258751","2019-01-28","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    8",",,7,2200","   13",",,7,2200","    0","T,,7,2200","   33",",,7","  -72",",,7",,,,,,,"  -50",",,7,2200",,
"USC00258751","2019-01-29","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0","T,,7,2200","    0","T,,7,2200","  -50",",,7"," -206",",,7",,,,,,," -206",",,7,2200",,
"USC00258751","2019-01-30","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0","T,,7,2200","    0","T,,7,2200","  -72",",,7"," -222",",,7",,,,,,,"  -94",",,7,2200",,
"USC00258751","2019-01-31","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","   78",",,7"," -139",",,7",,,,,,,"  -17",",,7,2200",,
"USC00258751","2019-02-01","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  161",",,7","  -50",",,7",,,,,,,"   33",",,7,2200",,
"USC00258751","2019-02-02","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  194",",,7","  -17",",,7",,,,,,,"   67",",,7,2200",,
"USC00258751","2019-02-03","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200","   67",",,7"," -133",",,7",,,,,,," -133",",,7,2200",,
"USC00258751","2019-02-04","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200"," -106",",,7"," -178",",,7",,,,,,," -156",",,7,2200",,
"USC00258751","2019-02-05","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200"," -106",",,7"," -172",",,7",,,,,,," -144",",,7,2200",,
"USC00258751","2019-02-06","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0",",,7,2200"," -144",",,7"," -189",",,7",,,,,,," -178",",,7,2200",,
"USC00258751","2019-02-07","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    3",",,7,2200","    0","T,,7,2200","    0","T,,7,2200"," -167",",,7"," -222",",,7",,,,,,," -222",",,7,2200",,
"USC00258751","2019-02-08","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    3",",,7,2200","    0","T,,7,2200","    0","T,,7,2200","  -22",",,7"," -261",",,7",,,,,,,"  -89",",,7,2200",,
"USC00258751","2019-02-09","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","  -22",",,7"," -139",",,7",,,,,,," -139",",,7,2200",,
"USC00258751","2019-02-10","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    5",",,7,2200","    0","T,,7,2200","    0","T,,7,2200"," -111",",,7"," -167",",,7",,,,,,," -128",",,7,2200",,
"USC00258751","2019-02-11","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","    0",",,7,2200","    0","T,,7,2200","  -39",",,7"," -167",",,7",,,,,,," -122",",,7,2200",,
"USC00258751","2019-02-12","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  -17",",,7"," -172",",,7",,,,,,,"  -94",",,7,2200",,
"USC00258751","2019-02-13","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0",",,7,2200","  128",",,7"," -100",",,7",,,,,,,"   22",",,7,2200",,
"USC00258751","2019-02-14","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","    0","T,,7,2200","   22",",,7"," -161",",,7",,,,,,," -161",",,7,2200",,
"USC00258751","2019-02-15","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   23",",,7,2200","   25",",,7,2200","   25",",,7,2200","  -94",",,7"," -161",",,7",,,,,,," -111",",,7,2200",,
"USC00258751","2019-02-16","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0","T,,7,2200","   25",",,7,2200","    0",",,7,2200","  -72",",,7"," -161",",,7",,,,,,,"  -94",",,7,2200",,
"USC00258751","2019-02-17","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   38",",,7,2200","   76",",,7,2200","  102",",,7,2200","  -94",",,7"," -144",",,7",,,,,,," -144",",,7,2200",,
"USC00258751","2019-02-18","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","    0",",,7,2200","    0",",,7,2200","  102",",,7,2200"," -100",",,7"," -206",",,7",,,,,,," -156",",,7,2200",,
"USC00258751","2019-02-19","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   20",",,7,2200","   51",",,7,2200","  152",",,7,2200","  -56",",,7"," -217",",,7",,,,,,,,,,
"USC00258751","2019-02-20","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   18",",,7,2200","   51",",,7,2200","  152",",,7,2200","  -56",",,7"," -150",",,7",,,,,,," -144",",,7,2200",,
"USC00258751","2019-02-21","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   23",",,7,2200","   38",",,7,2200","  178",",,7,2200","  -39",",,7"," -211",",,7",,,,,,,"  -94",",,7,2200",,
"USC00258751","2019-02-22","42.8752","-100.5516","789.1","VALENTINE NUMBER 1, NE US","   51",",,7,2200","   76",",,7,2200","  229",",,7,2200","  -39",",,7"," -211",",,7",,,,,,,"  -61",",,7,2200",,
