"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN32","SN32_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX32","SX32_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00013761","2017-08-25","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  206",",,7",,,,,,,"   71",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  272",",,7",,,"  389",",,7",,,,,,,,,,
"USC00013761","2017-08-28","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  344",",,7","  211",",,7",,,,,,,"  150",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  256",",,7",,,"  378",",,7",,,,,,,,,,
"USC00013761","2017-08-29","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  200",",,7",,,,,,,"   61",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  272",",,7",,,"  372",",,7",,,,,,,,,,
"USC00013761","2017-08-30","31.3625","-85.3397","112.8","HEADLAND, AL US","   46",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  211",",,7",,,,,,,"   15",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  261",",,7",,,"  344",",,7",,,,,,,,,,
"USC00013761","2017-08-31","31.3625","-85.3397","112.8","HEADLAND, AL US","   58",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  228",",,7",,,,,,,"   28",",,7,",,,,,,,,,,,"  244",",,7,0700",,,,,"  261",",,7",,,"  328",",,7",,,,,,,,,,
"USC00013761","2017-09-01","31.3625","-85.3397","112.8","HEADLAND, AL US","  401",",,7,0700","    0",",,7","    0",",,7","  300",",,7","  206",",,7",,,,,,,"   13",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  250",",,7",,,"  328",",,7",,,,,,,,,,
"USC00013761","2017-09-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-09-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  206",",,7",,,,,,,"  180",",,7,",,,,,,,,,,,"  217",",,7,0700",,,,,"  244",",,7",,,"  333",",,7",,,,,,,,,,
"USC00013761","2017-09-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,,,"   56",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  206",",,7",,,"  322",",,7",,,,,,,,,,
"USC00013761","2017-09-07","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  278",",,7","  133",",,7",,,,,,,"   38",",,7,",,,,,,,,,,,"  144",",,7,0700",,,,,"  206",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2017-09-08","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  144",",,7",,,,,,,"   56",",,7,",,,,,,,,,,,"  156",",,7,0700",,,,,"  206",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2017-09-09","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-09-12","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  294",",,7","  144",",,7",,,"    4",",,7",,,"    0",",,7,",,,"  757",",,7",,,,,,,"  156",",,7,0700",,,,,"  178",",,7",,,"  356",",,7",,,,,,,,,,
"USC00013761","2017-09-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  156",",,7",,,,,,,"   33",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  178",",,7",,,"  283",",,7",,,,,,,,,,
"USC00013761","2017-09-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  167",",,7",,,,,,,"   46",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  194",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2017-09-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  172",",,7",,,,,,,"   38",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  200",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2017-09-18","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  317",",,7","  200",",,7",,,"    3",",,7",,,"  109",",,7,",,,"  287",",,7",,,,,,,"  222",",,7,0700",,,,,"  222",",,7",,,"  322",",,7",,,,,,,,,,
"USC00013761","2017-09-19","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  217",",,7",,,,,,,"   51",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  239",",,7",,,"  322",",,7",,,,,,,,,,
"USC00013761","2017-09-20","31.3625","-85.3397","112.8","HEADLAND, AL US","   20",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  206",",,7",,,,,,,"   48",",,7,",,,,,,,,,,,"  206",",,7,0700",,,,,"  239",",,7",,,"  333",",,7",,,,,,,,,,
"USC00013761","2017-09-21","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  206",",,7",,,,,,,"   43",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  239",",,7",,,"  328",",,7",,,,,,,,,,
"USC00013761","2017-09-22","31.3625","-85.3397","112.8","HEADLAND, AL US","   20",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  200",",,7",,,,,,,"   53",",,7,",,,,,,,,,,,"  217",",,7,0700",,,,,"  233",",,7",,,"  328",",,7",,,,,,,,,,
"USC00013761","2017-09-25","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  200",",,7",,,,,,,"  132",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  228",",,7",,,"  322",",,7",,,,,,,,,,
"USC00013761","2017-09-26","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,,,,,"   43",",,7,",,,,,,,,,,,"  194",",,7,0700",,,,,"  228",",,7",,,"  317",",,7",,,,,,,,,,
"USC00013761","2017-09-27","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  317",",,7","  194",",,7",,,,,,,"   69",",,7,",,,,,,,,,,,"  200",",,7,0700",,,,,"  228",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2017-09-28","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  200",",,7",,,,,,,"   53",",,7,",,,,,,,,,,,"  200",",,7,0700",,,,,"  239",",,7",,,"  333",",,7",,,,,,,,,,
"USC00013761","2017-10-01","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  339",",,7","  172",",,7",,,,,,,"  196",",,7,",,,,,,,,,,,"  178",",,7,0700",,,,,"  222",",,7",,,"  339",",,7",,,,,,,,,,
"USC00013761","2017-10-03","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  272",",,7","  178",",,7",,,,,,,"   38",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  217",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2017-10-04","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  172",",,7",,,,,,,"   56",",,7,",,,,,,,,,,,"  183",",,7,0700",,,,,"  217",",,7",,,"  306",",,7",,,,,,,,,,
"USC00013761","2017-10-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  167",",,7",,,,,,,"   56",",,7,",,,,,,,,,,,"  167",",,7,0700",,,,,"  217",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2017-10-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  167",",,7",,,,,,,"   46",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  217",",,7",,,"  311",",,7",,,,,,,,,,
"USC00013761","2017-10-07","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-08","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-09","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  306",",,7","  189",",,7",,,"    3",",,7",,,"   53",",,7,",,,"  173",",,7",,,,,,,"  256",",,7,0700",,,,,"  222",",,7",,,"  317",",,7",,,,,,,,,,
"USC00013761","2017-10-10","31.3625","-85.3397","112.8","HEADLAND, AL US","   20",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  233",",,7",,,,,,,"   25",",,7,",,,,,,,,,,,"  239",",,7,0700",,,,,"  256",",,7",,,"  306",",,7",,,,,,,,,,
"USC00013761","2017-10-11","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  333",",,7","  228",",,7",,,,,,,"   30",",,7,",,,,,,,,,,,"  233",",,7,0700",,,,,"  250",",,7",,,"  306",",,7",,,,,,,,,,
"USC00013761","2017-10-12","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  328",",,7","  217",",,7",,,,,,,"   36",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  239",",,7",,,"  294",",,7",,,,,,,,,,
"USC00013761","2017-10-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  322",",,7","  217",",,7",,,,,,,"   33",",,7,",,,,,,,,,,,"  222",",,7,0700",,,,,"  239",",,7",,,"  300",",,7",,,,,,,,,,
"USC00013761","2017-10-14","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-15","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-16","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  311",",,7","  211",",,7",,,,,,,"  107",",,7,",,,,,,,,,,,"  211",",,7,0700",,,,,"  233",",,7",,,"  289",",,7",,,,,,,,,,
"USC00013761","2017-10-17","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  133",",,7",,,,,,,"   38",",,7,",,,,,,,,,,,"  133",",,7,0700",,,,,"  178",",,7",,,"  256",",,7",,,,,,,,,,
"USC00013761","2017-10-18","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  228",",,7","   94",",,7",,,,,,,"   41",",,7,",,,,,,,,,,,"  144",",,7,0700",,,,,"  161",",,7",,,"  244",",,7",,,,,,,,,,
"USC00013761","2017-10-19","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  106",",,7",,,,,,,"   79",",,7,",,,,,,,,,,,"  111",",,7,0700",,,,,"  161",",,7",,,"  244",",,7",,,,,,,,,,
"USC00013761","2017-10-20","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","  111",",,7",,,,,,,"   25",",,7,",,,,,,,,,,,"  122",",,7,0700",,,,,"  161",",,7",,,"  256",",,7",,,,,,,,,,
"USC00013761","2017-10-21","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-22","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-23","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  300",",,7","  122",",,7",,,"    3",",,7",,,"   97",",,7,",,,"  147",",,7",,,,,,,"  222",",,7,0700",,,,,"  172",",,7",,,"  272",",,7",,,,,,,,,,
"USC00013761","2017-10-24","31.3625","-85.3397","112.8","HEADLAND, AL US","   38",",,7,0700","    0",",,7","    0",",,7","  250",",,7","  106",",,7",,,,,,,"   33",",,7,",,,,,,,,,,,"  133",",,7,0700",,,,,"  156",",,7",,,"  250",",,7",,,,,,,,,,
"USC00013761","2017-10-25","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   72",",,7",,,,,,,"   36",",,7,",,,,,,,,,,,"   72",",,7,0700",,,,,"  128",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2017-10-26","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   61",",,7",,,,,,,"   30",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"  117",",,7",,,"  178",",,7",,,,,,,,,,
"USC00013761","2017-10-27","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   61",",,7",,,,,,,"   20",",,7,",,,,,,,,,,,"  100",",,7,0700",,,,,"  106",",,7",,,"  194",",,7",,,,,,,,,,
"USC00013761","2017-10-28","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-29","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00013761","2017-10-30","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  256",",,7","   33",",,7",,,"    3",",,7",,,"   86",",,7,",,,"   71",",,7",,,,,,,"   39",",,7,0700",,,,,"   89",",,7",,,"  217",",,7",,,,,,,,,,
"USC00013761","2017-10-31","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","   39",",,7",,,,,,,"   23",",,7,",,,,,,,,,,,"   72",",,7,0700",,,,,"   83",",,7",,,"  161",",,7",,,,,,,,,,
"USC00013761","2017-11-01","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   72",",,7",,,,,,,"   20",",,7,",,,,,,,,,,,"   83",",,7,0700",,,,,"  106",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2017-11-03","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   83",",,7",,,,,,,"   43",",,7,",,,,,,,,,,,"  139",",,7,0700",,,,,"  117",",,7",,,"  217",",,7",,,,,,,,,,
"USC00013761","2017-11-06","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  294",",,7","  139",",,7",,,,,,,"   71",",,7,",,,,,,,,,,,"  150",",,7,0700",,,,,"  150",",,7",,,"  239",",,7",,,,,,,,,,
"USC00013761","2017-11-07","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  283",",,7","  150",",,7",,,,,,,"   28",",,7,",,,,,,,,,,,"  172",",,7,0700",,,,,"  167",",,7",,,"  239",",,7",,,,,,,,,,
"USC00013761","2017-11-08","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  289",",,7","  172",",,7",,,,,,,"   84",",,7,",,,,,,,,,,,"  189",",,7,0700",,,,,"  178",",,7",,,"  250",",,7",,,,,,,,,,
"USC00013761","2017-11-09","31.3625","-85.3397","112.8","HEADLAND, AL US","    5",",,7,0700","    0",",,7","    0",",,7","  244",",,7","  144",",,7",,,,,,,"    8",",,7,",,,,,,,,,,,"  144",",,7,0700",,,,,"  189",",,7",,,"  233",",,7",,,,,,,,,,
"USC00013761","2017-11-10","31.3625","-85.3397","112.8","HEADLAND, AL US","  119",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   89",",,7",,,,,,,"    3",",,7,",,,,,,,,,,,"   94",",,7,0700",,,,,"  133",",,7",,,"  194",",,7",,,,,,,,,,
"USC00013761","2017-11-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   83",",,7",,,,,,,"   48",",,7,",,,,,,,,,,,"  111",",,7,0700",,,,,"  122",",,7",,,"  200",",,7",,,,,,,,,,
"USC00013761","2017-11-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  222",",,7","   72",",,7",,,,,,,"   25",",,7,",,,,,,,,,,,"   89",",,7,0700",,,,,"  122",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2017-11-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  194",",,7","   56",",,7",,,,,,,"   20",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"  106",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2017-11-16","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  167",",,7","   56",",,7",,,,,,,"   18",",,7,",,,,,,,,,,,"   72",",,7,0700",,,,,"  100",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2017-11-17","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  211",",,7","   72",",,7",,,,,,,"   10",",,7,",,,,,,,,,,,"   78",",,7,0700",,,,,"  100",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2017-11-20","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  256",",,7","    0",",,7",,,,,,,"   81",",,7,",,,,,,,,,,,"   28",",,7,0700",,,,,"   78",",,7",,,"  178",",,7",,,,,,,,,,
"USC00013761","2017-11-21","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   28",",,7",,,,,,,"   36",",,7,",,,,,,,,,,,"  100",",,7,0700",,,,,"   72",",,7",,,"  156",",,7",,,,,,,,,,
"USC00013761","2017-11-27","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  206",",,7","   39",",,7",,,,,,,"  102",",,7,",,,,,,,,,,,"   50",",,7,0700",,,,,"   94",",,7",,,"  189",",,7",,,,,,,,,,
"USC00013761","2017-11-28","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  189",",,7","   39",",,7",,,,,,,"   23",",,7,",,,,,,,,,,,"  106",",,7,0700",,,,,"   89",",,7",,,"  172",",,7",,,,,,,,,,
"USC00013761","2017-11-29","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  106",",,7",,,,,,,"   15",",,7,",,,,,,,,,,,"  133",",,7,0700",,,,,"   94",",,7",,,"  183",",,7",,,,,,,,,,
"USC00013761","2017-11-30","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","  106",",,7",,,,,,,"   13",",,7,",,,,,,,,,,,"  111",",,7,0700",,,,,"  111",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2017-12-01","31.3625","-85.3397","112.8","HEADLAND, AL US","   18",",,7,0700","    0",",,7","    0",",,7","  267",",,7","   56",",,7",,,,,,,"   30",",,7,",,,,,,,,,,,"  161",",,7,0700",,,,,"  133",",,7",,,"  206",",,7",,,,,,,,,,
"USC00013761","2017-12-04","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  239",",,7","   94",",,7",,,,,,,"   43",",,7,",,,,,,,,,,,"  139",",,7,0700",,,,,"  139",",,7",,,"  211",",,7",,,,,,,,,,
"USC00013761","2017-12-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  200",",,7","  122",",,7",,,,,,,"   10",",,7,",,,,,,,,,,,"  128",",,7,0700",,,,,"  150",",,7",,,"  194",",,7",,,,,,,,,,
"USC00013761","2017-12-07","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  261",",,7","   50",",,7",,,"    2",",,7",,,"   28",",,7,",,,"  135",",,7",,,,,,,"   61",",,7,0700",,,,,"  111",",,7",,,"  211",",,7",,,,,,,,,,
"USC00013761","2017-12-08","31.3625","-85.3397","112.8","HEADLAND, AL US","  340",",,7,0700","    0",",,7","    0",",,7","   89",",,7","   44",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"   44",",,7,0700",,,,,"   89",",,7",,,"  117",",,7",,,,,,,,,,
"USC00013761","2017-12-11","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  106",",,7","  -17",",,7",,,"    3",",,7",,,"   36",",,7,",,,"  132",",,7",,,,,,,"   17",",,7,0700",,,,,"   39",",,7",,,"  106",",,7",,,,,,,,,,
"USC00013761","2017-12-12","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  183",",,7","   17",",,7",,,,,,,"    5",",,7,",,,,,,,,,,,"   72",",,7,0700",,,,,"   44",",,7",,,"  128",",,7",,,,,,,,,,
"USC00013761","2017-12-13","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  150",",,7","   -6",",,7",,,,,,,"   30",",,7,",,,,,,,,,,,"    6",",,7,0700",,,,,"   50",",,7",,,"  122",",,7",,,,,,,,,,
"USC00013761","2017-12-14","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  139",",,7","    6",",,7",,,,,,,"   18",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"   44",",,7",,,"  117",",,7",,,,,,,,,,
"USC00013761","2017-12-15","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","  172",",,7","   44",",,7",,,,,,,"   13",",,7,",,,,,,,,,,,"   61",",,7,0700",,,,,"   61",",,7",,,"  133",",,7",,,,,,,,,,
"USC00013761","2017-12-18","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  244",",,7","    0",",,7",,,"    3",",,7",,,"   33",",,7,",,,"    8",",,7",,,,,,,"  194",",,7,0700",,,,,"   61",",,7",,,"  167",",,7",,,,,,,,,,
"USC00013761","2017-12-19","31.3625","-85.3397","112.8","HEADLAND, AL US","    5",",,7,0700","    0",",,7","    0",",,7","  211",",,7","  144",",,7",,,,,,,"   10",",,7,",,,,,,,,,,,"  156",",,7,0700",,,,,"  161",",,7",,,"  189",",,7",,,,,,,,,,
"USC00013761","2017-12-28","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  261",",,7","  -11",",,7",,,"    9",",,7",,,"  102",",,7,",,,"  107",",,7",,,,,,,"   72",",,7,0700",,,,,"   56",",,7",,,"  211",",,7",,,,,,,,,,
"USC00013761","2017-12-29","31.3625","-85.3397","112.8","HEADLAND, AL US","  117",",,7,0700","    0",",,7","    0",",,7","   72",",,7","   28",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"   33",",,7,0700",,,,,"   83",",,7",,,"  106",",,7",,,,,,,,,,
"USC00013761","2018-01-01","31.3625","-85.3397","112.8","HEADLAND, AL US","   74",",,7,0700","    0",",,7","    0",",,7","  144",",,7","  -44",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -28",",,7,0700",,,,,"   22",",,7",,,"  139",",,7",,,,,,,,,,
"USC00013761","2018-01-02","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   28",",,7","  -72",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -17",",,7,0700",,,,,"   17",",,7",,,"   72",",,7",,,,,,,,,,
"USC00013761","2018-01-03","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   39",",,7","  -39",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -28",",,7,0700",,,,,"   22",",,7",,,"   61",",,7",,,,,,,,,,
"USC00013761","2018-01-04","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   56",",,7","  -44",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -39",",,7,0700",,,,,"    6",",,7",,,"   67",",,7",,,,,,,,,,
"USC00013761","2018-01-05","31.3625","-85.3397","112.8","HEADLAND, AL US","    0",",,7,0700","    0",",,7","    0",",,7","   61",",,7","  -56",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  -50",",,7,0700",,,,,"   11",",,7",,,"   61",",,7",,,,,,,,,,
"USC00013761","2018-01-08","31.3625","-85.3397","112.8","HEADLAND, AL US",,,"    0",",,7","    0",",,7","  100",",,7","  -50",",,7",,,"    3",",,7",,,"   81",",,7,",,,"   15",",,7",,,,,,,"   33",",,7,0700",,,,,"    6",",,7",,,"   89",",,7",,,,,,,,,,
"USC00013761","2018-01-09","31.3625","-85.3397","112.8","HEADLAND, AL US","   20",",,7,0700","    0",",,7","    0",",,7","  122",",,7","   33",",,7",,,,,,,"    0",",,7,",,,,,,,,,,,"  122",",,7,0700",,,,,"   56",",,7",,,"  100",",,7",,,,,,,,,,
