"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00093227","2018-12-18","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   44",",,W","    8",",,W",,,,,,,,,"  220",",,W","  280",",,W","   31",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-19","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   61",",,W","   14",",,W",,,,,,,,,"  110",",,W","  150",",,W","   36",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-20","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    3",",,W,2400","    0",",,H","    0",",,H","  128",",,W","   56",",,W","   19",",,W",,,,,,,,,"  110",",,W","   90",",,W","   58",",,W","   81",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-21","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   33",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   44",",,W","   10",",,W",,,,,,,,,"   90",",,W","   90",",,W","   36",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-22","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  128",",,W","   22",",,W","    9",",,W",,,,,,,,,"  130",",,W","  130",",,W","   94",",,W","  103",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-23","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  144",",,W","   50",",,W","   16",",,W",,,,,,,,,"  110",",,W","  150",",,W","   45",",,W","   67",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-24","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  112",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   89",",,W","   34",",,W",,,,,,,,,"  270",",,W","  280",",,W","  143",",,W","  179",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-25","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  178",",,W","   28",",,W","   24",",,W",,,,,,,,,"  350",",,W","  350",",,W","   81",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-26","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","    6",",,W","   18",",,W",,,,,,,,,"  280",",,W","  190",",,W","   45",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-27","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   11",",,W","   36",",,W",,,,,,,,,"   10",",,W","   10",",,W","  134",",,W","  165",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-28","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  172",",,W","   22",",,W","   48",",,W",,,,,,,,,"  350",",,W","  350",",,W","  103",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-29","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   -5",",,W","   12",",,W",,,,,,,,,"  200",",,W","  220",",,W","   36",",,W","   45",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-30","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  144",",,W","  -10",",,W","   15",",,W",,,,,,,,,"  240",",,W","  270",",,W","   58",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2018-12-31","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   11",",,W","   73",",,W",,,,,,,,,"   10",",,W","   20",",,W","  157",",,W","  179",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-01","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","  -10",",,W","   44",",,W",,,,,,,,,"   10",",,W","   20",",,W","  134",",,W","  157",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-02","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  128",",,W","  -27",",,W","   17",",,W",,,,,,,,,"  100",",,W","  110",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-03","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","  -21",",,W","   25",",,W",,,,,,,,,"  100",",,W","  100",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-04","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   11",",,W","   28",",,W",,,,,,,,,"   90",",,W","   90",",,W","   72",",,W","   94",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-05","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   23",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   39",",,W","   60",",,W",,,,,,,,,"   90",",,W","  100",",,W","  116",",,W","  152",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-06","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  620",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   44",",,W","   47",",,W",,,,,,,,,"  210",",,W","  210",",,W","  112",",,W","  148",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-07","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  139",",,W","   78",",,W","   31",",,W",,,,,,,,,"  100",",,W","   90",",,W","   63",",,W","   85",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-08","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   18",",,W,2400","    0",",,H","    0",",,H","  150",",,W","  100",",,W","   35",",,W",,,,,,,,,"   80",",,W","   80",",,W","   89",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-09","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   94",",,W,2400",,,"    0",",,H","  167",",,W","   83",",,W","   34",",,W",,,,,,,,,"  170",",,W","  150",",,W","   76",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-10","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   83",",,W","   32",",,W",,,,,,,,,"   90",",,W","   80",",,W","   98",",,W","  134",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-11","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   25",",,W,2400","    0",",,H","    0",",,H","  133",",,W","  100",",,W","   52",",,W",,,,,,,,,"   80",",,W","   80",",,W","   98",",,W","  139",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-12","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  167",",,W","   67",",,W","   31",",,W",,,,,,,,,"   70",",,W","   70",",,W","   81",",,W","  103",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-13","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   50",",,W","   37",",,W",,,,,,,,,"  100",",,W","   90",",,W","   81",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-14","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    5",",,W,2400",,,"    0",",,H","  139",",,W","   72",",,W","   51",",,W",,,,,,,,,"   90",",,W","   70",",,W","  107",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-15","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  104",",,W,2400",,,"    0",",,H","  128",",,W","   94",",,W","   71",",,W",,,,,,,,,"   90",",,W","   80",",,W","  116",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-16","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  439",",,W,2400","    0",",,H","    0",",,H","  161",",,W","  117",",,W","   57",",,W",,,,,,,,,"  170",",,W","  170",",,W","  134",",,W","  197",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-17","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    3",",,W,2400",,,"    0",",,H","  150",",,W","   94",",,W","   48",",,W",,,,,,,,,"  200",",,W","  200",",,W","   94",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-18","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    5",",,W,2400","    0",",,H","    0",",,H","  167",",,W","  100",",,W","   24",",,W",,,,,,,,,"   90",",,W","   40",",,W","   45",",,W","   94",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-19","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  189",",,W","  111",",,W","   19",",,W",,,,,,,,,"   80",",,W","   80",",,W","   63",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-20","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   74",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   78",",,W","   55",",,W",,,,,,,,,"  280",",,W","  280",",,W","  134",",,W","  170",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-21","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  150",",,W","   33",",,W","   20",",,W",,,,,,,,,"  240",",,W","  250",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-22","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   44",",,W","   26",",,W",,,,,,,,,"  340",",,W","  340",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-23","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  161",",,W","   11",",,W","   16",",,W",,,,,,,,,"  100",",,W","   70",",,W","   40",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-24","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  178",",,W","   17",",,W","   16",",,W",,,,,,,,,"   90",",,W","  200",",,W","   45",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-25","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","    6",",,W","   17",",,W",,,,,,,,,"  360",",,W","  360",",,W","   45",",,W","   49",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-26","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   22",",,W","   36",",,W",,,,,,,,,"   90",",,W","   90",",,W","   81",",,W","  112",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-27","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","   50",",,W","   11",",,W",,,,,,,,,"  110",",,W","   90",",,W","   67",",,W","   76",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-28","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  183",",,W","   56",",,W","   10",",,W",,,,,,,,,"  100",",,W","   90",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-29","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  161",",,W","   72",",,W","   15",",,W",,,,,,,,,"  210",",,W","  220",",,W","   54",",,W","   63",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-30","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  178",",,W","  106",",,W","   15",",,W",,,,,,,,,"  100",",,W","   90",",,W","   54",",,W","   67",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-01-31","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    8",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   83",",,W","   13",",,W",,,,,,,,,"  190",",,W","  200",",,W","   45",",,W","   54",",,W","    1",",,W","    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-01","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   94",",,W,2400","    0",",,H","    0",",,H","  156",",,W","   89",",,W","   37",",,W",,,,,,,,,"  110",",,W","   90",",,W","   89",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-02","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  226",",,W,2400","    0",",,H","    0",",,H","  156",",,W","  106",",,W","   61",",,W",,,,,,,,,"  100",",,W","  100",",,W","  130",",,W","  170",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-03","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   18",",,W,2400",,,"    0",",,H","  139",",,W","   94",",,W","   48",",,W",,,,,,,,,"  250",",,W","  240",",,W","  116",",,W","  143",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-04","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  193",",,W,2400",,,"    0",",,H","  106",",,W","   28",",,W","   54",",,W",,,,,,,,,"  290",",,W","  270",",,W","  130",",,W","  161",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-05","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    3",",,W,2400",,,"    0",",,H","  100",",,W","    6",",,W","   26",",,W",,,,,,,,,"  290",",,W","  200",",,W","   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-06","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","  -16",",,W","   17",",,W",,,,,,,,,"   90",",,W","   80",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-07","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  122",",,W","    0",",,W","   29",",,W",,,,,,,,,"   90",",,W","   90",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-08","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   64",",,W,2400",,,"    0",",,H","  106",",,W","   67",",,W","   30",",,W",,,,,,,,,"   80",",,W","   90",",,W","   72",",,W","   98",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-09","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   58",",,W,2400",,,"    0",",,H","  117",",,W","   61",",,W","   49",",,W",,,,,,,,,"  200",",,W","  270",",,W","  107",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-10","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   15",",,W,2400",,,"    0",",,H","  117",",,W","    0",",,W","   32",",,W",,,,,,,,,"  300",",,W","  290",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-11","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  128",",,W","  -21",",,W","   20",",,W",,,,,,,,,"   10",",,W","  220",",,W","   45",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-12","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   43",",,W,2400","    0",",,H","    0",",,H","   83",",,W","   28",",,W","   50",",,W",,,,,,,,,"   90",",,W","   90",",,W","  103",",,W","  134",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-13","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  533",",,W,2400",,,"    0",",,H","  156",",,W","   67",",,W","   63",",,W",,,,,,,,,"   90",",,W","   90",",,W","  134",",,W","  179",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-14","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  366",",,W,2400","    0",",,H","    0",",,H","  167",",,W","   89",",,W","   66",",,W",,,,,,,,,"  270",",,W","  180",",,W","  116",",,W","  157",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-15","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   89",",,W,2400",,,"    0",",,H","  111",",,W","   39",",,W","   41",",,W",,,,,,,,,"  220",",,W","  240",",,W","  112",",,W","  143",",,W","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-16","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   13",",,W,2400",,,"    0",",,H","  122",",,W","   33",",,W","   36",",,W",,,,,,,,,"  320",",,W","  320",",,W","  134",",,W","  165",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-17","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    3",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   11",",,W","   23",",,W",,,,,,,,,"  280",",,W","  290",",,W","   94",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-18","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","    0",",,W","   38",",,W",,,,,,,,,"  360",",,W","   10",",,W","  107",",,W","  148",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-19","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","    0",",,W","   33",",,W",,,,,,,,,"  200",",,W","  170",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-20","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400",,,"    0",",,H","  150",",,W","   44",",,W","   51",",,W",,,,,,,,,"  270",",,W","  300",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-21","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","  -21",",,W","   47",",,W",,,,,,,,,"   10",",,W","   10",",,W","  130",",,W","  161",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-22","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   -5",",,W","   30",",,W",,,,,,,,,"  360",",,W","   10",",,W","  103",",,W","  121",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-23","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  133",",,W","   -5",",,W","   18",",,W",,,,,,,,,"   10",",,W","   10",",,W","   54",",,W","   54",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-24","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   56",",,W","   20",",,W",,,,,,,,,"  190",",,W","  200",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-25","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  104",",,W,2400",,,"    0",",,H","  128",",,W","   67",",,W","   58",",,W",,,,,,,,,"  180",",,W","  180",",,W","  103",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-26","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  368",",,W,2400","    0",",,H","    0",",,H","  139",",,W","  111",",,W","   56",",,W",,,,,,,,,"  140",",,W","  140",",,W","   94",",,W","  125",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-27","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   94",",,W,2400","    0",",,H","    0",",,H","  156",",,W","  100",",,W","   51",",,W",,,,,,,,,"  180",",,W","  160",",,W","   94",",,W","  116",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-02-28","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0",",,W,2400","    0",",,H","    0",",,H","  139",",,W","   61",",,W","   22",",,W",,,,,,,,,"  280",",,W","  190",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-01","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  133",",,W","   50",",,W","   15",",,W",,,,,,,,,"   70",",,W","  130",",,W","   45",",,W","   81",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-02","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  163",",,W,2400","    0",",,H","    0",",,H","  128",",,W","  100",",,W","   35",",,W",,,,,,,,,"   50",",,W","   40",",,W","   89",",,W","  112",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-03","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   10",",,W,2400","    0",",,H","    0",",,H","  144",",,W","  100",",,W","   31",",,W",,,,,,,,,"  280",",,W","  280",",,W","   72",",,W","   85",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-04","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  144",",,W","   89",",,W","   22",",,W",,,,,,,,,"  200",",,W","  210",",,W","   58",",,W","   67",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-05","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","   64",",,W,2400","    0",",,H","    0",",,H","  144",",,W","  100",",,W","   36",",,W",,,,,,,,,"  100",",,W","   90",",,W","   94",",,W","  130",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-06","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","  320",",,W,2400","    0",",,H","    0",",,H","  156",",,W","  111",",,W","   53",",,W",,,,,,,,,"  130",",,W","  140",",,W","  116",",,W","  165",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00093227","2019-03-07","38.2102","-122.2847","4.3","NAPA CO AIRPORT, CA US","    0","T,,W,2400","    0",",,H","    0",",,H","  139",",,W","   67",",,W","   45",",,W",,,,,,,,,"  270",",,W","  260",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
